	IDs	BRNACC	ARTCRN	BRNHPT	HRTLV	ADPVSC	CLNTRN	PNCREAS	TESTIS	LUNG	ADRNLG	BREAST	BLDDER	SKINS	SPLEEN	BRNAMY	BRNCHB	BRNCDT	BRNCTXB	KDNCTX	PRSTTE	BRNHPP	UTERUS	CLNSGM	ESPMCS	PTTARY	SKINNS	ESPGEJ	ARTTBL	LCL	MSCLSK	SNTTRM	BRNSNG	THYROID	STMACH	FIBRBLS	VAGINA	BRNPTM	LIVER	BRNNCC	BRNSPC	WHLBLD	ADPSBQ	OVARY	SLVRYG	HRTAA	BRNCHA	ESPMSL	BRNCTXA	ARTAORT	NERVET
34	ENSG00000003989		0.00936685		0.00645653	0.00464264	0.00283929	0.00935498	0.00408425	0.0135917	0.0248009	0.0079274		0.00857678	0.015796						0.00361715		0.00404766	0.0126732	0.00163909	0.00106504	0.00218036	0.00321021	0.0105524		0.00602796			0.0281511	0.0109347	0.00469302	0.00200895		0.00433478				0.005961999999999999	0.00233833		0.00474895		0.00321673		0.0408071	0.00515303
35	ENSG00000004139	0.00809452	0.00152773	0.00788277		0.00146009	0.0153332	0.00637007		0.010714299999999998	0.000924252	0.000787214		0.018771	0.00392075		0.000938044	0.00786248	0.018747200000000002		0.000614166		0.008546999999999999	0.00102877		0.00720331		0.00463959	0.00914687	0.00525367		0.000640493		0.00688998	0.00318985				0.0007997000000000001	0.00871373			0.0190892	0.000882057			0.00324477	0.00219546	0.0115639	0.00434841	0.00895238
36	ENSG00000004142	0.00208664	0.00312982	0.000588778	0.000882255	0.0013671	0.00236862	0.00319831	0.000696317	0.0020768	0.0007608710000000001	0.00257051		0.0026574000000000003	0.00487569		0.0009090480000000001	0.0010447000000000002	0.00100216		0.00332643	0.00604758	0.00272728	0.00150485	0.00153037	0.00235347	0.0008309039999999999	0.000874918	0.00315991	0.00148221	0.00131133	0.000306772		0.00223756	0.000522124	0.000303262	0.000154917	0.00208064	0.00165786	0.00415241		0.00465477	0.0027679000000000002	0.000307158	0.000247761	0.00258802	0.0007756369999999999	0.000762897	0.00239805	0.00276777	0.00252146
37	ENSG00000004399	0.00482171	0.00203361		0.00105595	0.00177947	0.00103995	0.0044889	0.000637483	0.00261556	0.00195516	0.00200792		0.00241982	0.00197346			0.0130662	0.00604261		0.00432442	0.00668379	0.0007566560000000001	0.00110294	0.00166164	0.00128591	0.000911635	0.000696663	0.00314247		0.0032277	0.00322024		0.00234244	0.00207664	0.015259899999999998	0.00091971				0.00746073	0.012959100000000001	0.00241032	0.00081899		0.0008601160000000001		0.00220428	0.00175389	0.00411893	0.00288908
38	ENSG00000004455					0.00647359	0.00532132		0.00435876	0.0110669		0.00448322		0.00877146										0.00708104	0.00445436		0.00229368	0.00357178	0.0110344		0.011786	0.000242625		0.0071527	0.00024462	0.00523598			0.00264703			0.00843615	0.00537368			0.007520300000000001		0.00430247		0.00764826	0.00494237
39	ENSG00000004468									0.0163349					0.00410354															0.00294279													0.0404491								
40	ENSG00000004478								0.00033841800000000005																																										
41	ENSG00000004487						0.00104118		0.0101649	0.00722311		0.0181015		0.016628599999999997			0.000468208				0.00251763			0.000683973		0.00908369								0.017474400000000005									0.0259402	0.000986977			0.0008620219999999999				0.00426186
42	ENSG00000004534	0.00112375	0.00982819	0.00472216	0.00529165	0.00694409	0.00703652	0.00445861	0.00330456	0.00362784	0.00626172	0.00770856		0.0050417000000000005	0.00857052	0.00486508	0.00332549	0.00423159	0.00525606		0.0063137	0.00256256	0.00379956	0.00782841	0.00766904	0.00292696	0.00445758	0.00615016	0.00690797	0.00207793	0.00692301	0.00591584		0.00680818	0.00660062	0.00630427	0.00556631	0.0015466	0.00739716	0.00412457		0.0197946	0.00667547	0.00314662		0.00768941	0.0021605	0.006979600000000001	0.00381239	0.00453516	0.00462088
43	ENSG00000004660	0.00054888		0.00149757		0.015119	0.00374803	0.00884217	0.012287799999999998	0.015204800000000001	0.00628002	0.00600302		0.010658200000000001	0.00827546	0.00404981	0.00661029	0.00135381	0.00147854		0.00968275	0.0051576999999999994	0.000404212	0.00429904	0.00590386	0.0071481999999999995	0.00590273	0.00160525	0.0399587			0.000557354		0.00934986		0.00612468	0.0007981269999999999	0.0011239000000000002		0.00483771		0.020666099999999996	0.021030700000000003	0.00106636	0.000515804		0.00641359	0.00984042	0.00139465		
44	ENSG00000004700																												0.0136525	0.00600197						0.00299678							0.0203185								
45	ENSG00000004766					0.0139765	0.0146233		0.0008544039999999999	0.00846444	0.00965621	0.0194485		0.0171682	0.00422444		0.000414546		0.0008705589999999999					0.0142894	0.01243	0.00765661	0.00334468	0.00803434	0.013712799999999999		0.0198394			0.0144399		0.00651111							0.012042200000000001				0.005102000000000001	0.00926532	0.000243773		0.00427167
46	ENSG00000004776				0.00656998	0.00463018	0.0037904		0.0031739	0.00800399		0.00476564		0.0125544											0.00205947		0.00743702	0.00364379	0.00436228		0.00435037			0.00672306		0.00661926							0.00584348			0.00141393		0.00285181		0.00208398	0.0053652000000000005
47	ENSG00000004777	0.00148413		0.00269711		0.00569693	0.00222836		0.00417016	0.00174126		0.00108377		0.0142648			0.00135081	0.00312323	0.000967346		0.00126866	0.00200091	0.0005693380000000001	0.00605814		0.00431425	0.00691411	0.00239351	0.0102766					0.00827551				0.00135469		0.00106559	0.00302976		0.013243399999999999	0.0008177589999999999			0.00364523	0.00541544	0.0030421999999999997	0.00111922	0.00539391
48	ENSG00000004779									0.000247686				0.00474378															0.000480589		0.00222992			0.0092665		0.000147225															
49	ENSG00000004799	0.00718951	0.036650800000000004	0.00381184	0.00592777	0.0161851	0.013205600000000001	0.0345464	0.00657315	0.018369200000000002	0.00619433	0.010653200000000002		0.0165047	0.00408936	0.00235789		0.00284818	0.00294383		0.0076714	0.00345508	0.00979149	0.0175404	0.00433848	0.021396000000000002	0.019011700000000003	0.00985959	0.0393376		0.00728257	0.00795767	0.00197511	0.0195349	0.013624700000000002		0.0270242	0.00399601	0.00882681	0.00415792	0.00526806	0.00581583	0.00905169	0.0133916		0.0188267		0.0113988	0.00260324	0.0471647	0.0105001
50	ENSG00000004809								0.00287896																																										
51	ENSG00000004864						0.00867924			0.0203972	0.013064			0.011150100000000001																				0.037154					0.000245434				0.0142342								
52	ENSG00000004897	0.000960322	0.00170604	0.00100325	0.00130372	0.00169045	0.00157976		0.000878489	0.0022659000000000004	0.00081228	0.00244662		0.00969756	0.00252403		0.00174542	0.000813092	0.000900882		0.00106291	0.00232349	0.000861867	0.0006990669999999999	0.00161575	0.00134099	0.00454232	0.00161319	0.00131257	0.0010682	0.00755446	0.0008209339999999999		0.00103076	0.00367291	0.000730517	0.00165194	0.000476419	0.00109352	0.0019945999999999996	0.00227924	0.0214009	0.00682912	0.00583415		0.00395262	0.000977543	0.00170424	0.00473183	0.00146436	0.00433838
53	ENSG00000004939																																									0.00601982									
54	ENSG00000004975		0.00475954		0.00120107	0.00452317	0.00166816	0.0009348560000000001	0.0006121119999999999	0.00217831	0.000538306	0.00537984		0.00618923	0.000489082		0.000819003	0.00119123	0.00127255		0.00102721		0.00135791	0.000743805	0.00253229	0.00138955	0.00399966	0.00188597	0.00399786	0.00671172	0.00497668	0.0009603480000000001		0.0025042	0.0009777380000000001	0.000671625	0.000645475			0.00128731		0.0210728	0.00561126	0.00134169	0.000693409	0.000861726	0.000649708	0.00276138	0.0043988	0.000773417	0.00200259
55	ENSG00000005001									0.00122071											0.015744				0.00694672									0.0284918	0.019571400000000003										0.0013435						
56	ENSG00000005007				0.00151987	0.0008095169999999999	0.00533419	0.00128114	0.000423643	0.000677671	0.000478564	0.00158084		0.00155234										0.00577258	0.0012127000000000001		0.000496145		0.00291414		0.000447275			0.000944528	0.000849077	0.000761013						0.0010344000000000002	0.00324858			0.00105105		0.00139545		0.00111621	0.000503341
57	ENSG00000005020					0.00301152	0.00616966		0.00730057	0.00203912	0.00278751	0.00927525		0.0195095	0.0162208									0.0134751	0.00748441		0.00274396	0.00248645	0.0182663	0.0101148		0.00898245		0.00128996		0.00942769	0.0010423					0.0568059	0.0168733					0.00697919		0.00927038	0.0122101
58	ENSG00000005059		0.00374255			0.00861852	0.0026215			0.0069669		0.00379902		0.00908039	0.0008851810000000001								0.00661552	0.00638638	0.00454552		0.00738206	0.00414065	0.00414177	0.00267891		0.00040715699999999995		0.0171068		0.000635838	0.00506824					0.014061700000000002	0.00604855	0.00615588		0.00252858		0.00526344		0.0112155	0.01085
59	ENSG00000005075				0.00344398	0.0108781	0.00310495		0.00504392	0.00131077	0.000697855	0.00135623		0.00232432	0.00966724									0.000554035	0.00553156	0.00292862	0.0007203110000000001	0.00042942400000000003	0.00237043		0.00263663			0.00111318	0.00242939	0.00226795			0.00377936			0.00381135	0.00238614			0.0011118		0.00151082		0.00442187	0.006774
60	ENSG00000005100																													0.000713273						0.00107226															0.0119194
61	ENSG00000005102					0.0145653																																					0.014519899999999999								
62	ENSG00000005108																																																		0.00170806
63	ENSG00000005156					0.0025656	0.00409183		0.00359489	0.023794700000000002		0.021022		0.013182299999999997	0.00732573		0.014881799999999999				0.0120027		0.0116689	0.0030280999999999997	0.009474600000000001	0.012832399999999999	0.016568	0.00880674	0.00611492	0.00780013	0.029821299999999995			0.00676013	0.017953200000000002	0.00341982							0.019488	0.00742615			0.011257399999999999	0.019796900000000003		0.022699	0.0150138
64	ENSG00000005187																																											0.00928161							
65	ENSG00000005189								0.00290591																																										
66	ENSG00000005194													0.00661607											0.00549817						0.00102499			0.000431125									0.00186818								
67	ENSG00000005206	0.00105733	0.00232506	0.000738268	0.00044951699999999997	0.00109872	0.00185263	0.00691677	0.00124099	0.00268065	0.000533497	0.00192782		0.00320125	0.00291872	0.00151657	0.00126533	0.00087817	0.000617134		0.00125609	0.0016149	0.000578274	0.00067953	0.000780215	0.00095186	0.00136845	0.0007127360000000001	0.0026733	0.000635749	0.0020277	0.000805831	0.00136747	0.00151113	0.0007204980000000001	0.00126925	0.00100656	0.00031279	0.00126294	0.00114499	0.00201891	0.00760442	0.00210167	0.000700845	0.0010404000000000001	0.0008556039999999999	0.00150619	0.00125731	0.0008285780000000001	0.00255748	0.00179584
68	ENSG00000005238		0.00188189			0.005106	0.00475995			0.00937527	0.00066506	0.01014		0.00908949	0.00039256									0.00713851	0.00836255	0.0109644	0.0149988	0.00331318	0.00811066		0.010928799999999999			0.00110339		0.000648164						0.0038155000000000003	0.0006689689999999999			0.0006332940000000001		0.00492101	0.00341247	0.00404035	0.012104700000000001
69	ENSG00000005243		0.00240723		0.000684012	0.00504686	0.00439369		0.0398526	0.00713898	0.00854776	0.00634206		0.00500411							0.00180218			0.00254549	0.0161869	0.00084126	0.00651256	0.00324363	0.00466529		0.00555983			0.00351006	0.00377353	0.0032476999999999996			0.00458709				0.00299055			0.00311296		0.00458835		0.00403686	0.00252499
70	ENSG00000005249	0.000462291		0.00127477	0.00149892	0.00128511	0.000864275		0.00188941	0.00877219	0.000849355	0.00251582			0.000922953		0.00030075	0.00254821	0.000603743					0.00903007		0.000405676		0.00467217				0.00622695			0.0109566			0.00206815		0.00293571		0.0353196	0.0024975	0.00599516		0.0225477		0.00339846	0.000518501		0.010737700000000001
71	ENSG00000005339					0.000775955	0.00631046			0.00594423		0.0119791		0.00494469	0.00659513		0.00565545							0.0049659	0.012309		0.00138839	0.00410781	0.00388185		0.00131543			0.00171743		0.000458833						0.00234083	0.00641501				0.00258968	0.00038744800000000003		0.010509399999999999	0.00112293
72	ENSG00000005379	0.000581578		0.000848243			0.00678718	0.00228623		0.00169148	0.00926619	0.00320884		0.036436500000000004		0.000700458	0.00701756	0.0007056889999999999	0.00196096		0.00137094	0.000806965	0.00105888	0.00324209		0.0008629019999999999		0.00255839	0.0114517					0.00358008	0.000827197			0.00295604		0.000748689		0.00519874		0.00153601			0.00291604	0.00310577	0.00045315	0.00236517	0.0154631
73	ENSG00000005381																																									0.00942655									
74	ENSG00000005421																																						0.049797900000000006												
75	ENSG00000005436					0.0148196			0.00828603			0.0116114		0.02254							0.0006755330000000001		0.00541285	0.016528			0.00229134		0.028122199999999997	0.000840345	0.019278599999999996			0.013768899999999999									0.020882599999999998	0.0122105							0.0243522
76	ENSG00000005469													0.0131607											0.0101838		0.00334328							0.0016309999999999999																	
77	ENSG00000005471																																						0.0008586210000000001												
78	ENSG00000005483					0.000626817	0.000664911		0.00024743	0.00145896		0.0196893		0.00367349										0.00237801	0.000911591		0.012224299999999999	0.0190483	0.00534465		0.00170707			0.00165301		0.00115818						0.00129507	0.0107095					0.00347834		0.00249021	0.00584594
79	ENSG00000005486	0.0018961	0.00145084		0.00715194	0.00535477	0.00134109	0.0014619000000000001	0.00108488	0.00130859	0.00241461	0.00169135		0.00599594			0.00516347	0.00094487	0.00154407		0.00240607	0.00184038		0.0026771	0.00547666	0.00125052	0.00265403	0.00472513	0.0017129		0.00249898	0.00275703		0.00181768	0.00188391	0.00196591		0.00148663	0.00273644	0.00146787		0.00374015	0.00490759	0.014277000000000001		0.00135405	0.00119707	0.00192516	0.0017475000000000001	0.00172693	0.00384447
80	ENSG00000005513	0.00142718		0.0017829					0.00338799					0.016587400000000002		0.00327657	0.0006986389999999999	0.00187059	0.000663407			0.00188293					0.0149612						0.00224533					0.00191602		0.00114461	0.0040895						0.000993714		0.00105543	0.0637737	0.00555106
81	ENSG00000005700				0.00054017	0.00774613	0.00797164	0.00949015		0.013472	0.00487227	0.00881636		0.0386796										0.00208397	0.00472745	0.00044555800000000003	0.013847799999999999	0.00145187	0.00996201		0.00271588			0.00848904	0.000508111	0.0007998889999999999							0.00905006			0.00696547	0.0100852	0.0079485		0.00143506	0.010523600000000001
82	ENSG00000005801																																	0.026063299999999998		0.0115693															
83	ENSG00000005810					0.00618079				0.00579854		0.00238067		0.00300956											0.000369609		0.00294444		0.00686853	0.00044134	0.016246299999999998			0.00409399		0.0007543739999999999							0.00250982					0.00032492		0.000371056	0.00165559
84	ENSG00000005844									0.00289223					0.00183223															0.00150081												0.00550353									
85	ENSG00000005882	0.0012948	0.00733144	0.00101658	0.00149449	0.00500544	0.00562844	0.013372499999999999	0.00517236	0.00736626	0.00210691	0.00701249		0.00293828	0.0105984	0.000908179	0.00168019	0.00119249	0.00167496		0.00884233	0.000912203	0.00161883	0.00385153	0.00778176	0.00868385	0.000877695	0.00502111	0.00628509		0.00296643	0.00861874	0.00408866	0.00850291	0.00374956	0.0102942	0.000845475	0.000794421	0.00226634	0.00101994	0.00428403		0.00763275	0.00164074	0.0014543	0.0020949000000000002	0.0020695	0.00114318	0.00223719	0.00781388	0.00386823
86	ENSG00000005884	0.000863961	0.00189584	0.000204697	0.000542822	0.00138588	0.00189632	0.00145338	0.00101143	0.00204686	0.0136763	0.00300693		0.00429054	0.000368725		0.00301611	0.000505844	0.00031371		0.00258032		0.00051485	0.0008220980000000001	0.00476288	0.00148666	0.00278283	0.00132724	0.00118528		0.00248706	0.00101986		0.00374039	0.0022722	0.00333346	0.00034637199999999996			0.00233565			0.00324918	0.0007968119999999999		0.000989653	0.00181261	0.000963977	0.000556106	0.00125971	0.0015597999999999999
87	ENSG00000005961								0.000423464	0.0111006					0.00814069																			0.014442600000000002								0.00188117									
88	ENSG00000005981										0.00222921																				0.00784689																				
89	ENSG00000006007	0.00242991	0.000935669	0.00020747	0.00269395	0.0011322	0.00307182	0.000926932	0.000816824	0.00421898	0.0005453880000000001	0.00565493		0.00761161	0.000284206	0.000873157	0.00174999	0.00278044	0.00222042		0.00433319	0.00153062		0.00257547	0.00163711	0.0032246	0.00972317	0.0042195	0.00653728	0.00383845	0.00203814	0.000336188		0.00495388	0.00182433	0.00190324	0.00176917	0.000981942	0.00127241	0.00070394		0.010324799999999999	0.00675468	0.00024812799999999997		0.00408514	0.000624161	0.00328434	0.00089238	0.000984113	0.00444608
90	ENSG00000006015	0.00204196	0.00361018	0.00635494	0.00536779	0.00730766	0.00257919	0.00328967	0.00103659	0.00404849	0.00458629	0.00697879		0.00473522	0.00374233	0.00405606	0.00274086	0.00414935	0.0055918999999999995		0.00785705	0.005756399999999999	0.0084042	0.00260446	0.0058613	0.00479049	0.00381756	0.00551848	0.00602574	0.00126256	0.00458968	0.00308038		0.00512271	0.00413133	0.003945000000000001	0.00368612	0.00471487	0.00569214	0.00568831		0.00800594	0.00284379	0.00530717	0.00454218	0.00336378	0.0029415	0.00597162	0.00338462	0.00444765	0.00473408
91	ENSG00000006016		0.0185674			0.0310522				0.0322738				0.011993299999999998											0.00986411		0.0217292		0.017075999999999997		0.012576899999999998			0.0185661		0.011653299999999998				0.050350400000000003			0.0355228			0.0335447		0.0398471	0.042989099999999995	0.0175216	0.040961199999999996
92	ENSG00000006025	0.000478393	0.00127157	0.0006754360000000001		0.00370116	0.00153711	0.00422827		0.00165144		0.0117237			0.00436791		0.000868293	0.00231891	0.000613616		0.00464768	0.000551065	0.00141865	0.0025236	0.00716578	0.0103075		0.000582272	0.011756200000000001	0.000487659	0.00445309	0.00258194		0.00970692	0.000465294		0.000593105	0.0006456880000000001		0.00062935	0.00198148	0.006623	0.00139087	0.00136095		0.0117759	0.00113054	0.00248955	0.00132358	0.00252321	0.0022492
